,similar_articles,scores
38928070,"[3304092, 54329819, 53920285, 53874996, 5141410, 31804256, 31752133, 17862013, 76940, 4269567, 9369613, 53903332, 2352562, 31903693, 5205615, 53984662, 8526165, 49538597, 2676271, 43590845, 5740890, 22345050, 52390011, 11503984, 23416702, 20777185, 17430047, 1419205, 20355828, 36205810, 4678428, 6678, 33777, 895672, 3474408, 24243398, 51058554, 4699587, 1846593, 755842, 851060, 1519473, 22044074, 583254, 44444481, 236573, 33069847, 66365, 178449, 47079044, 1467938, 22078621, 4020758, 300591, 42497710, 47048387, 24727796, 113180, 19600264, 8727319, 1136673, 5625640, 52243894, 3279728]","[0.86505645513534546, 0.86505645513534546, 0.86505645513534546, 0.86505645513534546, 0.86505645513534546, 0.86505645513534546, 0.86505645513534546, 0.86389458179473877, 0.86183446645736694, 0.85354560613632202, 0.84385758638381958, 0.84233957529067993, 0.83730316162109375, 0.83167344331741333, 0.8299248218536377, 0.81692475080490112, 0.81581282615661621, 0.78410810232162476, 0.74308675527572632, 0.72087675333023071, 0.70240145921707153, 0.69421982765197754, 0.68781977891921997, 0.67534774541854858, 0.52644056081771851, 0.51899427175521851, 0.49745473265647888, 0.49477556347846985, 0.4484955370426178, 0.44027867913246155, 0.43429741263389587, 0.42241623997688293, 0.41328161954879761, 0.39778187870979309, 0.37646758556365967, 0.32573342323303223, 0.30922043323516846, 0.28728228807449341, 0.225467249751091, 0.22493353486061096, 0.15299145877361298, 0.1147758811712265, 0.1098756417632103, 0.10791582614183426, 0.099873080849647522, 0.099448442459106445, 0.09052121639251709, 0.080069199204444885, 0.077371254563331604, 0.071081943809986115, 0.067049965262413025, 0.058949090540409088, 0.058427784591913223, 0.054800119251012802, 0.053100455552339554, 0.037055831402540207, 0.036024823784828186, 0.027770819142460823, 0.027317281812429428, 0.02475094236433506, 0.017500534653663635, 0.015484037809073925, 0.014015413820743561, 0.01326423604041338]"
31903693,"[54329819, 3304092, 53920285, 53874996, 31752133, 31804256, 5141410, 17862013, 76940, 8526165, 4269567, 9369613, 53903332, 2352562, 5205615, 53984662, 49538597, 38928070, 2676271, 43590845, 5740890, 22345050, 52390011, 11503984, 23416702, 20777185, 17430047, 1419205, 20355828, 36205810, 4678428, 3474408, 6678, 33777, 895672, 24243398, 51058554, 1846593, 4699587, 24727796, 583254, 14981609, 53286797, 755842, 113180, 22072677, 1136673, 1519473, 851060, 22044074, 44444481, 236573, 33069847, 66365, 178449, 47079044, 1467938, 22078621, 4020758, 300591, 42497710, 47048387, 19600264, 8727319, 5625640, 52243894, 3279728]","[0.96140944957733154, 0.96140944957733154, 0.96140944957733154, 0.96140944957733154, 0.96140944957733154, 0.96140944957733154, 0.96140944957733154, 0.96011817455291748, 0.9578285813331604, 0.94893443584442139, 0.94861650466918945, 0.93784934282302856, 0.93616229295730591, 0.93056493997573853, 0.92236477136611938, 0.90791666507720947, 0.87144476175308228, 0.83167344331741333, 0.82585436105728149, 0.80117052793502808, 0.78063732385635376, 0.77154445648193359, 0.76443153619766235, 0.75057029724121094, 0.58507728576660156, 0.576801598072052, 0.55286294221878052, 0.54988539218902588, 0.49845054745674133, 0.49592941999435425, 0.48267096281051636, 0.47863307595252991, 0.46946641802787781, 0.45931437611579895, 0.44208821654319763, 0.36201474070549011, 0.34366250038146973, 0.34215095639228821, 0.31928077340126038, 0.31449034810066223, 0.27844491600990295, 0.27512156963348389, 0.27512156963348389, 0.24998742341995239, 0.24965852499008179, 0.22979219257831573, 0.21342845261096954, 0.19416201114654541, 0.17003218829631805, 0.12211397290229797, 0.11099729686975479, 0.11052535474300385, 0.10060378164052963, 0.088987588882446289, 0.085989139974117279, 0.078999295830726624, 0.074518226087093353, 0.065515048801898956, 0.064935676753520966, 0.060903947800397873, 0.059014968574047089, 0.047194000333547592, 0.03035997599363327, 0.027507789433002472, 0.017208704724907875, 0.015576498582959175, 0.014741652645170689]"
849619,[52390011],[0.60645806789398193]
21303741,[],[]
5205615,"[53920285, 54329819, 3304092, 53874996, 5141410, 31804256, 31752133, 17862013, 76940, 4269567, 9369613, 53903332, 2352562, 31903693, 53984662, 8526165, 49538597, 38928070, 2676271, 43590845, 20777185, 5740890, 22345050, 52390011, 11503984, 23416702, 17430047, 1419205, 20355828, 36205810, 4678428, 6678, 33777, 895672, 3474408, 44444481, 24243398, 51058554, 4699587, 1846593, 755842, 851060, 1519473, 22044074, 583254, 236573, 33069847, 11159584, 66365, 178449, 47079044, 1467938, 22078621, 4020758, 300591, 42497710, 47048387, 24727796, 113180, 19600264, 8727319, 1136673, 5625640, 52243894, 3279728]","[0.95938807725906372, 0.95938807725906372, 0.95938807725906372, 0.95938807725906372, 0.95938807725906372, 0.95938807725906372, 0.95938807725906372, 0.95809948444366455, 0.95581477880477905, 0.94662201404571533, 0.93587750196456909, 0.93419402837753296, 0.92860841751098633, 0.92236477136611938, 0.90600776672363281, 0.90477454662322998, 0.86961251497268677, 0.8299248218536377, 0.82411795854568481, 0.79948604106903076, 0.79914122819900513, 0.7789960503578186, 0.76992225646972656, 0.76282429695129395, 0.74899226427078247, 0.58384716510772705, 0.55170059204101562, 0.54872924089431763, 0.49740254878997803, 0.48828965425491333, 0.48165613412857056, 0.46847936511039734, 0.45834866166114807, 0.4411587119102478, 0.41752013564109802, 0.37821337580680847, 0.36125358939170837, 0.34293994307518005, 0.31860950589179993, 0.2914847731590271, 0.2494618147611618, 0.16967469453811646, 0.12729182839393616, 0.12185722589492798, 0.11968369781970978, 0.11029297858476639, 0.10039225965738297, 0.092974558472633362, 0.088800489902496338, 0.085808344185352325, 0.078833200037479401, 0.074361547827720642, 0.065377302467823029, 0.064799144864082336, 0.060775898396968842, 0.058890886604785919, 0.041096650063991547, 0.039953213185071945, 0.030799137428402901, 0.030296143144369125, 0.027449954301118851, 0.019408911466598511, 0.017172522842884064, 0.015543749555945396, 0.014710658229887486]"
42498898,[53824388],[1.0]
44444481,"[20777185, 1846593, 5205615, 11159584, 4678428, 33777, 36205810, 6678, 236573, 33069847, 66365, 47048387, 4020758, 5625640, 3279728, 37049778, 44137874, 10579085, 51676708, 52014686, 50714180, 53720250, 3474408, 17430047, 23875703, 275388, 22345050, 20355828, 5740890, 46263132, 22044074, 2676271, 8727319, 737610, 851060, 49538597, 43590845, 895672, 8526165, 2352562, 113180, 23416702, 4269567, 9369613, 49876887, 45049201, 76940, 17862013, 53984662, 1519473, 5141410, 31752133, 54329819, 31804256, 3304092, 53920285, 53874996, 53903332, 31903693, 536789, 4699587, 1419205, 38928070, 1467938, 11503984, 19282291, 52390011, 54435831, 24243398, 178449, 755842, 51058554, 583254, 42497710, 24727796, 34442389, 300591, 22072677, 47079044, 22078621, 19600264, 1136673, 52243894, 7321359]","[0.82681477069854736, 0.41563814878463745, 0.37821337580680847, 0.31248688697814941, 0.29916638135910034, 0.29723125696182251, 0.2952277660369873, 0.29406073689460754, 0.29142698645591736, 0.29055473208427429, 0.28949502110481262, 0.28463247418403625, 0.28454846143722534, 0.28203248977661133, 0.28174817562103271, 0.28001081943511963, 0.28001081943511963, 0.28001081943511963, 0.28001081943511963, 0.28001081943511963, 0.28001081943511963, 0.27943664789199829, 0.27375993132591248, 0.27063816785812378, 0.26935777068138123, 0.26635175943374634, 0.25971618294715881, 0.25814124941825867, 0.25718572735786438, 0.24592021107673645, 0.24255050718784332, 0.24238878488540649, 0.24216444790363312, 0.23505803942680359, 0.22998256981372833, 0.20469453930854797, 0.20190900564193726, 0.19469352066516876, 0.18843451142311096, 0.18210656940937042, 0.17322820425033569, 0.15984576940536499, 0.15944367647171021, 0.15056656301021576, 0.14652702212333679, 0.14435994625091553, 0.13916736841201782, 0.12980557978153229, 0.12753529846668243, 0.12008851766586304, 0.11545267701148987, 0.11545267701148987, 0.11545267701148987, 0.11545267701148987, 0.11545267701148987, 0.11545267701148987, 0.11545267701148987, 0.11242082715034485, 0.11099729686975479, 0.10839368402957916, 0.1037147268652916, 0.10183344036340714, 0.099873080849647522, 0.099863961338996887, 0.096727676689624786, 0.093126930296421051, 0.091798208653926849, 0.088595464825630188, 0.060312017798423767, 0.048201970756053925, 0.048109047114849091, 0.041269361972808838, 0.037410814315080643, 0.028820697218179703, 0.018802134320139885, 0.018176628276705742, 0.015843192115426064, 0.010516773909330368, 0.0094867805019021034, 0.0078674983233213425, 0.0036458352115005255, 0.0023356666788458824, 0.0018705334514379501, 0.00024428870528936386]"
11159584,"[44961465, 1519473, 895672, 44444481, 20777185, 23875703, 6678, 36205810, 49538597, 5205615, 1846593]","[0.94412332773208618, 0.83585202693939209, 0.67776155471801758, 0.31248688697814941, 0.26119768619537354, 0.25747641921043396, 0.15255792438983917, 0.14406420290470123, 0.13663278520107269, 0.092974558472633362, 0.048407863825559616]"
37331361,[51058554],[0.84871184825897217]
47048387,"[5625640, 3279728, 10579085, 52014686, 44137874, 51676708, 50714180, 37049778, 66365, 33069847, 236573, 53720250, 4020758, 23875703, 275388, 1846593, 33777, 4678428, 46263132, 6678, 36205810, 8727319, 737610, 3474408, 22044074, 851060, 17430047, 20355828, 22345050, 113180, 5740890, 2676271, 895672, 49876887, 45049201, 43590845, 49538597, 536789, 1519473, 23416702, 1467938, 8526165, 54435831, 2352562, 44444481, 4699587, 4269567, 9369613, 1419205, 178449, 76940, 53984662, 583254, 17862013, 42497710, 755842, 24727796, 11503984, 20777185, 31903693, 54329819, 31752133, 5141410, 53874996, 31804256, 3304092, 53920285, 53903332, 5205615, 38928070, 52390011, 300591, 53286797, 14981609, 22072677, 1136673, 24243398, 51058554, 47079044, 22078621, 19600264, 52243894]","[0.99944990873336792, 0.9993826150894165, 0.99884319305419922, 0.99884319305419922, 0.99884319305419922, 0.99884319305419922, 0.99884319305419922, 0.99884319305419922, 0.99852019548416138, 0.99784195423126221, 0.99714535474777222, 0.99679505825042725, 0.99010652303695679, 0.9608420729637146, 0.95011913776397705, 0.89701807498931885, 0.88398027420043945, 0.88191854953765869, 0.87723654508590698, 0.86877399682998657, 0.86281305551528931, 0.85328131914138794, 0.83848947286605835, 0.82074105739593506, 0.81834733486175537, 0.7551237940788269, 0.75321322679519653, 0.72951900959014893, 0.63032001256942749, 0.62346124649047852, 0.61780339479446411, 0.54766547679901123, 0.52482348680496216, 0.52268522977828979, 0.51495492458343506, 0.41274169087409973, 0.39570590853691101, 0.38665753602981567, 0.38470456004142761, 0.34563487768173218, 0.32762956619262695, 0.32753512263298035, 0.31603413820266724, 0.29243993759155273, 0.28463247418403625, 0.2474227249622345, 0.20466932654380798, 0.17713582515716553, 0.15220275521278381, 0.13894033432006836, 0.12880474328994751, 0.10646819323301315, 0.10000468790531158, 0.09453100711107254, 0.080157279968261719, 0.075664125382900238, 0.073497869074344635, 0.056964140385389328, 0.047782186418771744, 0.047194000333547592, 0.042836315929889679, 0.042836315929889679, 0.042836315929889679, 0.042836315929889679, 0.042836315929889679, 0.042836315929889679, 0.042836315929889679, 0.041711412370204926, 0.041096650063991547, 0.037055831402540207, 0.034059818834066391, 0.033139444887638092, 0.021847642958164215, 0.021847642958164215, 0.018247997388243675, 0.016270613297820091, 0.016129836440086365, 0.015312138944864273, 0.0035198726691305637, 0.0029190718196332455, 0.0013527113478630781, 0.00069402251392602921]"
1505145,"[53984662, 9369613]","[0.19344663619995117, 0.1733471006155014]"
47079044,"[49876887, 3304092, 54329819, 53920285, 53874996, 5141410, 31804256, 31752133, 17862013, 76940, 4269567, 9369613, 53903332, 2352562, 31903693, 5205615, 53984662, 8526165, 49538597, 38928070, 2676271, 43590845, 5740890, 22345050, 52390011, 11503984, 23416702, 20777185, 17430047, 1419205, 20355828, 36205810, 4678428, 6678, 33777, 895672, 3474408, 24243398, 51058554, 4699587, 1846593, 755842, 851060, 1519473, 22044074, 583254, 44444481, 236573, 33069847, 66365, 178449, 1467938, 22078621, 4020758, 300591, 42497710, 47048387, 24727796, 113180, 19600264, 8727319, 1136673, 5625640, 52243894, 3279728]","[0.84927260875701904, 0.082170292735099792, 0.082170292735099792, 0.082170292735099792, 0.082170292735099792, 0.082170292735099792, 0.082170292735099792, 0.082170292735099792, 0.08205992728471756, 0.081864245235919952, 0.08107689768075943, 0.08015664666891098, 0.080012455582618713, 0.079534053802490234, 0.078999295830726624, 0.078833200037479401, 0.077598340809345245, 0.077492721378803253, 0.074481137096881866, 0.071081943809986115, 0.070584595203399658, 0.068474896252155304, 0.066719956696033478, 0.065942801535129547, 0.065334871411323547, 0.06415017694234848, 0.050005722790956497, 0.049298413097858429, 0.047252409160137177, 0.046997915953397751, 0.042601857334375381, 0.041821349412202835, 0.041253197938203812, 0.040124624967575073, 0.03925694152712822, 0.037784647196531296, 0.03576003760099411, 0.030940882861614227, 0.029372341930866241, 0.027288472279906273, 0.021416764706373215, 0.021366067230701447, 0.014532407745718956, 0.010902373120188713, 0.010436907410621643, 0.010250747203826904, 0.0094867805019021034, 0.0094464439898729324, 0.0085984617471694946, 0.0076056420803070068, 0.0073493686504662037, 0.0063689658418297768, 0.0055994773283600807, 0.005549959372729063, 0.0052053737454116344, 0.0050439247861504555, 0.0035198726691305637, 0.0034219387453049421, 0.0026379046030342579, 0.0025948237162083387, 0.0023510514292865992, 0.001662347000092268, 0.0014708033995702863, 0.0013313011731952429, 0.0012599480105563998]"
76940,"[17862013, 4269567, 3304092, 53920285, 53874996, 54329819, 31752133, 5141410, 31804256, 2352562, 9369613, 53903332, 8526165, 31903693, 5205615, 53984662, 49538597, 2676271, 43590845, 38928070, 5740890, 22345050, 52390011, 11503984, 17430047, 23416702, 20777185, 1419205, 36205810, 20355828, 4678428, 6678, 33777, 3474408, 895672, 24243398, 51058554, 4699587, 1846593, 755842, 851060, 236573, 22044074, 33069847, 66365, 1519473, 4020758, 44444481, 583254, 47048387, 1467938, 5625640, 8727319, 3279728, 178449, 44137874, 37049778, 10579085, 50714180, 51676708, 52014686, 53720250, 113180, 23875703, 275388, 47079044, 46263132, 737610, 22078621, 42497710, 300591, 24727796, 49876887, 45049201, 536789, 19600264, 54435831, 1136673, 52243894]","[0.99940496683120728, 0.99703836441040039, 0.99627542495727539, 0.99627542495727539, 0.99627542495727539, 0.99627542495727539, 0.99627542495727539, 0.99627542495727539, 0.99627542495727539, 0.98597866296768188, 0.98354524374008179, 0.97011268138885498, 0.96406030654907227, 0.9578285813331604, 0.95581477880477905, 0.94654160737991333, 0.9338565468788147, 0.8999064564704895, 0.86277472972869873, 0.86183446645736694, 0.85927838087081909, 0.85097122192382812, 0.79215401411056519, 0.77982074022293091, 0.63580936193466187, 0.63388282060623169, 0.59962594509124756, 0.58085149526596069, 0.57962095737457275, 0.57758748531341553, 0.57445257902145386, 0.55968528985977173, 0.55051684379577637, 0.50240367650985718, 0.50172704458236694, 0.3751433789730072, 0.35612556338310242, 0.35099098086357117, 0.33551383018493652, 0.26462370157241821, 0.24073249101638794, 0.20018965005874634, 0.19671875238418579, 0.1900065541267395, 0.17807233333587646, 0.16444943845272064, 0.15251433849334717, 0.13916736841201782, 0.13137060403823853, 0.12880474328994751, 0.10521750897169113, 0.10404670238494873, 0.10206128656864166, 0.10149385780096054, 0.1007712110877037, 0.086227729916572571, 0.086227729916572571, 0.086227729916572571, 0.086227729916572571, 0.086227729916572571, 0.086227729916572571, 0.086050920188426971, 0.084186606109142303, 0.082947187125682831, 0.082021497189998627, 0.081864245235919952, 0.075729720294475555, 0.072384774684906006, 0.06789097934961319, 0.067847967147827148, 0.065739251673221588, 0.045798793435096741, 0.045122157782316208, 0.044454820454120636, 0.033379215747117996, 0.031460992991924286, 0.027282465249300003, 0.020155161619186401, 0.016141388565301895]"
4269567,"[76940, 2352562, 17862013, 31752133, 31804256, 53874996, 5141410, 53920285, 3304092, 54329819, 9369613, 8526165, 53903332, 49538597, 31903693, 5205615, 53984662, 2676271, 5740890, 22345050, 43590845, 38928070, 52390011, 11503984, 17430047, 23416702, 36205810, 4678428, 20355828, 6678, 33777, 20777185, 1419205, 3474408, 895672, 1846593, 24243398, 4699587, 51058554, 851060, 236573, 755842, 33069847, 22044074, 66365, 4020758, 47048387, 1519473, 5625640, 3279728, 8727319, 50714180, 10579085, 52014686, 51676708, 44137874, 37049778, 53720250, 44444481, 23875703, 275388, 46263132, 737610, 583254, 113180, 1467938, 178449, 49876887, 45049201, 47079044, 42497710, 300591, 22078621, 536789, 54435831, 24727796, 19600264, 1136673, 52243894]","[0.99703836441040039, 0.99589186906814575, 0.99379253387451172, 0.98669356107711792, 0.98669356107711792, 0.98669356107711792, 0.98669356107711792, 0.98669356107711792, 0.98669356107711792, 0.98669356107711792, 0.98454594612121582, 0.97671949863433838, 0.96078246831893921, 0.95245528221130371, 0.94861650466918945, 0.94662201404571533, 0.94253987073898315, 0.93073248863220215, 0.89607119560241699, 0.88884258270263672, 0.88361561298370361, 0.85354560613632202, 0.78453528881072998, 0.77413845062255859, 0.6860005259513855, 0.65248310565948486, 0.63900083303451538, 0.6354222297668457, 0.62669485807418823, 0.61982649564743042, 0.61195635795593262, 0.59556549787521362, 0.58513408899307251, 0.55918991565704346, 0.5359387993812561, 0.40018558502197266, 0.37153536081314087, 0.36563721299171448, 0.35270047187805176, 0.29618927836418152, 0.27494516968727112, 0.26706531643867493, 0.2649480402469635, 0.25764986872673035, 0.25322097539901733, 0.22734139859676361, 0.20466932654380798, 0.19175060093402863, 0.18022632598876953, 0.17770133912563324, 0.16692833602428436, 0.16259109973907471, 0.16259109973907471, 0.16259109973907471, 0.16259109973907471, 0.16259109973907471, 0.16259109973907471, 0.16225770115852356, 0.15944367647171021, 0.15640529990196228, 0.15465982258319855, 0.14279603958129883, 0.13648881018161774, 0.13644993305206299, 0.13011029362678528, 0.12926885485649109, 0.1102435290813446, 0.085082389414310455, 0.08382406085729599, 0.08107689768075943, 0.073186933994293213, 0.067458361387252808, 0.067238025367259979, 0.062939882278442383, 0.05144384503364563, 0.049216192215681076, 0.031158411875367165, 0.019961314275860786, 0.015986144542694092]"
42707354,[],[]
50714180,"[52014686, 51676708, 50714180, 37049778, 10579085, 3279728, 5625640, 47048387, 53720250, 66365, 33069847, 236573, 4020758, 23875703, 275388, 1846593, 46263132, 33777, 4678428, 8727319, 6678, 36205810, 737610, 22044074, 3474408, 851060, 17430047, 20355828, 113180, 22345050, 5740890, 49876887, 45049201, 2676271, 895672, 536789, 43590845, 1519473, 49538597, 1467938, 23416702, 54435831, 8526165, 44444481, 2352562, 4699587, 4269567, 9369613, 178449, 1419205, 76940, 583254, 42497710, 53984662, 755842, 17862013, 24727796, 300591, 11503984, 20777185]","[1.0, 1.0, 1.0, 1.0, 1.0, 0.99988245964050293, 0.99983978271484375, 0.99884319305419922, 0.99794948101043701, 0.99570715427398682, 0.99450993537902832, 0.9933699369430542, 0.98835659027099609, 0.96195489168167114, 0.95121949911117554, 0.87959909439086914, 0.87825250625610352, 0.86451524496078491, 0.86140924692153931, 0.85304248332977295, 0.84883850812911987, 0.84145951271057129, 0.83946055173873901, 0.81384789943695068, 0.79823917150497437, 0.74841368198394775, 0.72942382097244263, 0.70812934637069702, 0.60541176795959473, 0.5966334342956543, 0.58369672298431396, 0.52329057455062866, 0.51555132865905762, 0.51146060228347778, 0.5057108998298645, 0.38710534572601318, 0.377481609582901, 0.37416493892669678, 0.35729134082794189, 0.32468494772911072, 0.31993642449378967, 0.31640014052391052, 0.28411054611206055, 0.28001081943511963, 0.25126859545707703, 0.23346701264381409, 0.16259109973907471, 0.13550600409507751, 0.13526549935340881, 0.12785010039806366, 0.086227729916572571, 0.082168571650981903, 0.077617615461349487, 0.066091746091842651, 0.064600482583045959, 0.051812164485454559, 0.049977242946624756, 0.030461059883236885, 0.023549161851406097, 0.022107934579253197]"
51058554,"[37331361, 53984662, 20901355, 8526165, 54329819, 53920285, 53874996, 5141410, 31804256, 3304092, 31752133, 17862013, 76940, 4269567, 9369613, 53903332, 2352562, 31903693, 5205615, 49538597, 38928070, 2676271, 43590845, 5740890, 22345050, 52390011, 11503984, 23416702, 20777185, 17430047, 1419205, 583254, 20355828, 36205810, 4678428, 6678, 33777, 895672, 3474408, 24243398, 4699587, 1846593, 755842, 851060, 1519473, 22044074, 44444481, 236573, 178449, 8886648, 33069847, 66365, 47079044, 1467938, 22078621, 4020758, 300591, 42497710, 47048387, 24727796, 113180, 19600264, 8727319, 1136673, 5625640, 52243894, 3279728]","[0.84871184825897217, 0.43799790740013123, 0.38975986838340759, 0.36805516481399536, 0.35745695233345032, 0.35745695233345032, 0.35745695233345032, 0.35745695233345032, 0.35745695233345032, 0.35745695233345032, 0.35745695233345032, 0.35697683691978455, 0.35612556338310242, 0.35270047187805176, 0.34869718551635742, 0.3480699360370636, 0.34598881006240845, 0.34366250038146973, 0.34293994307518005, 0.32400763034820557, 0.30922043323516846, 0.30705687403678894, 0.29787930846214294, 0.29024496674537659, 0.28686416149139404, 0.28421956300735474, 0.27906587719917297, 0.21753473579883575, 0.21445779502391815, 0.20555728673934937, 0.20445019006729126, 0.19552454352378845, 0.18532645702362061, 0.18193110823631287, 0.17945952713489532, 0.17455002665519714, 0.17077542841434479, 0.16437065601348877, 0.15556320548057556, 0.13459892570972443, 0.1187102273106575, 0.093167141079902649, 0.092946603894233704, 0.063218839466571808, 0.047427468001842499, 0.045402601361274719, 0.041269361972808838, 0.041093893349170685, 0.040493737906217575, 0.040400132536888123, 0.037405002862215042, 0.033086039125919342, 0.029372341930866241, 0.02770625613629818, 0.024358829483389854, 0.024143416434526443, 0.022644400596618652, 0.02194206602871418, 0.015312138944864273, 0.014886107295751572, 0.011475403793156147, 0.011287994682788849, 0.010227536782622337, 0.0072315367870032787, 0.0063982843421399593, 0.0057914219796657562, 0.0054810219444334507]"
51676708,"[52014686, 51676708, 50714180, 37049778, 10579085, 3279728, 5625640, 47048387, 53720250, 66365, 33069847, 236573, 4020758, 23875703, 275388, 1846593, 46263132, 33777, 4678428, 8727319, 6678, 36205810, 737610, 22044074, 3474408, 851060, 17430047, 20355828, 113180, 22345050, 5740890, 49876887, 45049201, 2676271, 895672, 536789, 43590845, 1519473, 49538597, 1467938, 23416702, 54435831, 8526165, 44444481, 2352562, 4699587, 4269567, 9369613, 178449, 1419205, 76940, 583254, 42497710, 53984662, 755842, 17862013, 24727796, 300591, 11503984, 20777185]","[1.0, 1.0, 1.0, 1.0, 1.0, 0.99988245964050293, 0.99983978271484375, 0.99884319305419922, 0.99794948101043701, 0.99570715427398682, 0.99450993537902832, 0.9933699369430542, 0.98835659027099609, 0.96195489168167114, 0.95121949911117554, 0.87959909439086914, 0.87825250625610352, 0.86451524496078491, 0.86140924692153931, 0.85304248332977295, 0.84883850812911987, 0.84145951271057129, 0.83946055173873901, 0.81384789943695068, 0.79823917150497437, 0.74841368198394775, 0.72942382097244263, 0.70812934637069702, 0.60541176795959473, 0.5966334342956543, 0.58369672298431396, 0.52329057455062866, 0.51555132865905762, 0.51146060228347778, 0.5057108998298645, 0.38710534572601318, 0.377481609582901, 0.37416493892669678, 0.35729134082794189, 0.32468494772911072, 0.31993642449378967, 0.31640014052391052, 0.28411054611206055, 0.28001081943511963, 0.25126859545707703, 0.23346701264381409, 0.16259109973907471, 0.13550600409507751, 0.13526549935340881, 0.12785010039806366, 0.086227729916572571, 0.082168571650981903, 0.077617615461349487, 0.066091746091842651, 0.064600482583045959, 0.051812164485454559, 0.049977242946624756, 0.030461059883236885, 0.023549161851406097, 0.022107934579253197]"
3279728,"[5625640, 10579085, 52014686, 44137874, 51676708, 50714180, 37049778, 47048387, 53720250, 66365, 33069847, 236573, 4020758, 23875703, 275388, 1846593, 46263132, 33777, 4678428, 6678, 8727319, 36205810, 737610, 22044074, 3474408, 851060, 17430047, 20355828, 22345050, 113180, 5740890, 2676271, 49876887, 45049201, 895672, 43590845, 536789, 1519473, 49538597, 23416702, 1467938, 54435831, 8526165, 44444481, 2352562, 4699587, 4269567, 9369613, 178449, 1419205, 76940, 583254, 53984662, 42497710, 755842, 17862013, 24727796, 11503984, 300591, 20777185, 31752133, 54329819, 5141410, 31804256, 53874996, 53920285, 3304092, 53903332, 31903693, 5205615, 38928070, 52390011, 24243398, 51058554, 47079044, 22078621, 19600264, 1136673, 52243894]","[0.99999672174453735, 0.99988245964050293, 0.99988245964050293, 0.99988245964050293, 0.99988245964050293, 0.99988245964050293, 0.99988245964050293, 0.9993826150894165, 0.99783217906951904, 0.99700939655303955, 0.99599754810333252, 0.99501591920852661, 0.98927605152130127, 0.96184182167053223, 0.9511076807975769, 0.88349217176437378, 0.87814927101135254, 0.87173914909362793, 0.86900603771209717, 0.85622620582580566, 0.85338091850280762, 0.84916466474533081, 0.83936190605163574, 0.81569981575012207, 0.80481833219528198, 0.75103753805160522, 0.73815560340881348, 0.71599584817886353, 0.60886853933334351, 0.60583287477493286, 0.59607839584350586, 0.52457189559936523, 0.52322906255722046, 0.51549071073532104, 0.51270228624343872, 0.39021497964859009, 0.38705983757972717, 0.37615540623664856, 0.37114790081977844, 0.32923012971878052, 0.32583525776863098, 0.31636294722557068, 0.29853767156600952, 0.28174817562103271, 0.26608049869537354, 0.23853173851966858, 0.17770133912563324, 0.15044769644737244, 0.13662102818489075, 0.13660511374473572, 0.10149385780096054, 0.084071755409240723, 0.080564200878143311, 0.078549712896347046, 0.068579904735088348, 0.067118853330612183, 0.050609920173883438, 0.035517126321792603, 0.031428828835487366, 0.031304657459259033, 0.01533337589353323, 0.01533337589353323, 0.01533337589353323, 0.01533337589353323, 0.01533337589353323, 0.01533337589353323, 0.01533337589353323, 0.01493071299046278, 0.014741652645170689, 0.014710658229887486, 0.01326423604041338, 0.012191804125905037, 0.0057737189345061779, 0.0054810219444334507, 0.0012599480105563998, 0.0010448896791785955, 0.00048420671373605728, 0.00031020204187370837, 0.00024842726998031139]"
