,similar_articles,scores
1467938,"[8886648, 51676708, 17430047, 22345050, 37331361, 24243398, 17021807, 4269567, 275388, 6678, 3304092, 36205810, 3474408, 52014686, 50714180, 22078621, 5205615, 5625640, 236573, 33069847, 53874996, 20777185, 895672, 3279728, 52390011, 8526165, 1519473, 17862013, 5740890, 19282291, 23875703, 17701542, 49538597, 46263132, 53286797, 54329819, 76940, 51511707, 1846593, 5141410, 32912733, 14981609, 536789, 53903332, 31903693, 24727796, 4678428, 2676271, 54435831, 11503984, 1136673, 583254, 22072677, 51058554, 12790679, 20355828, 44444481, 8727319, 34442389, 23416702, 2352562, 47048387, 21303741, 20901355, 38928070, 11159584, 47132135, 53984662, 53720250, 31752133, 54356603, 51074710, 113180, 4020758, 45049201, 44961465, 66365, 37049778, 49876887, 53920285, 9369613, 849619, 22044074, 23638008, 10579085, 4699587, 42614451, 300591, 42497710, 36477294, 33777, 47079044, 737610, 43590845, 19600264, 178449, 755842, 52243894, 1505145, 7321359, 44137874, 1419205, 851060, 31804256, 42498898, 42614454, 42707354, 37042447, 53824388, 21682560, 35843159, 49735416]","[0.34231352806091309, 0.30013024806976318, 0.18787074089050293, 0.15257681906223297, 0.14161278307437897, 0.097360998392105103, 0.089260272681713104, 0.081890881061553955, 0.075633928179740906, 0.07487882673740387, 0.066440768539905548, 0.06372620165348053, 0.057488352060317993, 0.05678163468837738, 0.056335024535655975, 0.054750882089138031, 0.052061505615711212, 0.050889067351818085, 0.050818014889955521, 0.049993604421615601, 0.048664946109056473, 0.047994930297136307, 0.044891610741615295, 0.044193003326654434, 0.042015351355075836, 0.041974987834692001, 0.041761726140975952, 0.039833430200815201, 0.038508757948875427, 0.038022525608539581, 0.037083256989717484, 0.036447938531637192, 0.035018548369407654, 0.034799162298440933, 0.033702313899993896, 0.033271722495555878, 0.032671656459569931, 0.030858540907502174, 0.030834903940558434, 0.030831653624773026, 0.030528446659445763, 0.030002284795045853, 0.029928602278232574, 0.029560072347521782, 0.029121827334165573, 0.028949588537216187, 0.028860991820693016, 0.028331857174634933, 0.028238838538527489, 0.026998456567525864, 0.026417560875415802, 0.025314699858427048, 0.025054756551980972, 0.024556705728173256, 0.024530284106731415, 0.024316959083080292, 0.023404389619827271, 0.023099483922123909, 0.022928552702069283, 0.022591453045606613, 0.022043846547603607, 0.02176300622522831, 0.021081641316413879, 0.020950043573975563, 0.020533755421638489, 0.020314576104283333, 0.020064128562808037, 0.019644057378172874, 0.019431455060839653, 0.019257724285125732, 0.019127573817968369, 0.018720855936408043, 0.018618838861584663, 0.018107239156961441, 0.018034374341368675, 0.01760527677834034, 0.017533674836158752, 0.016523279249668121, 0.016352055594325066, 0.016343796625733376, 0.016138242557644844, 0.015695272013545036, 0.015392416156828403, 0.014777808450162411, 0.014656403101980686, 0.01404007151722908, 0.013246344402432442, 0.012682437896728516, 0.012659959495067596, 0.012472211383283138, 0.012117804028093815, 0.012020368129014969, 0.011915840208530426, 0.011890358291566372, 0.011593627743422985, 0.011405026540160179, 0.011310180649161339, 0.010747501626610756, 0.010126804932951927, 0.0099584320560097694, 0.0085322204977273941, 0.0083419708535075188, 0.008302934467792511, 0.0078999502584338188, 0.0078542232513427734, 0.0073859365656971931, 0.0065801944583654404, 0.0059912549331784248, 0.0057118223048746586, 0.0054318630136549473, 0.00398294348269701, 0.0032140135299414396]"
275388,"[4269567, 17430047, 22345050, 22078621, 3304092, 17021807, 113180, 17862013, 14981609, 20777185, 3279728, 53874996, 51676708, 24243398, 5141410, 53903332, 2352562, 236573, 37331361, 5740890, 1467938, 31903693, 21303741, 6678, 19282291, 76940, 51058554, 53920285, 52014686, 5205615, 9369613, 22044074, 51511707, 2676271, 53984662, 4020758, 34442389, 36205810, 11159584, 50714180, 10579085, 5625640, 23416702, 47048387, 33069847, 3474408, 31752133, 31804256, 44444481, 536789, 32912733, 38928070, 1519473, 36477294, 895672, 8526165, 42707354, 849619, 11503984, 49538597, 23638008, 20355828, 178449, 54435831, 1505145, 43590845, 4678428, 1136673, 54329819, 1846593, 4699587, 8727319, 47132135, 52390011, 33777, 42498898, 66365, 44137874, 737610, 17701542, 755842, 37049778, 22072677, 851060, 53286797, 583254, 44961465, 20901355, 24727796, 42497710, 23875703, 47079044, 52243894, 300591, 8886648, 1419205, 37042447, 46263132, 42614454, 45049201, 49735416, 19600264, 7321359, 54356603, 53824388, 35843159, 12790679, 42614451, 53720250, 49876887, 21682560, 51074710]","[0.16771674156188965, 0.14842286705970764, 0.12399040907621384, 0.12312628328800201, 0.12148287147283554, 0.11581915616989136, 0.11134133487939835, 0.10920652002096176, 0.10560155659914017, 0.099839761853218079, 0.09655451774597168, 0.096412204205989838, 0.091649800539016724, 0.090574301779270172, 0.090279348194599152, 0.09024231880903244, 0.079834148287773132, 0.07972051203250885, 0.078710161149501801, 0.077712751924991608, 0.075633928179740906, 0.074646972119808197, 0.073634788393974304, 0.073589175939559937, 0.0716596320271492, 0.068267449736595154, 0.060598291456699371, 0.055118028074502945, 0.054710932075977325, 0.054508071392774582, 0.054000500589609146, 0.051514577120542526, 0.050753168761730194, 0.050336726009845734, 0.04882083460688591, 0.048400968313217163, 0.048091623932123184, 0.047840084880590439, 0.047476202249526978, 0.046740859746932983, 0.046093307435512543, 0.042859654873609543, 0.042818024754524231, 0.04223719984292984, 0.04168400913476944, 0.040478546172380447, 0.040320605039596558, 0.039124894887208939, 0.038818955421447754, 0.037895217537879944, 0.035940811038017273, 0.034757740795612335, 0.034405991435050964, 0.033173620700836182, 0.031661700457334518, 0.031523924320936203, 0.031424131244421005, 0.031233815476298332, 0.030006440356373787, 0.02986130490899086, 0.029003631323575974, 0.028077580034732819, 0.027994437143206596, 0.026874417439103127, 0.026862714439630508, 0.026330897584557533, 0.025396794080734253, 0.02495940588414669, 0.024726638570427895, 0.024168124422430992, 0.023879522457718849, 0.022963955998420715, 0.022444667294621468, 0.022305099293589592, 0.022217176854610443, 0.021841771900653839, 0.021629586815834045, 0.021207181736826897, 0.020977213978767395, 0.020537516102194786, 0.019545314833521843, 0.018983082845807076, 0.018608728423714638, 0.018202606588602066, 0.01819312572479248, 0.017764905467629433, 0.017152201384305954, 0.016410306096076965, 0.016273016110062599, 0.015282525680959225, 0.015251103788614273, 0.014540673233568668, 0.014485405758023262, 0.01385900005698204, 0.013373413123190403, 0.012261782772839069, 0.011455976404249668, 0.011153163388371468, 0.010548812337219715, 0.0096007538959383965, 0.0090307462960481644, 0.0087376637384295464, 0.0086352210491895676, 0.0085415774956345558, 0.0077836415730416775, 0.0077754277735948563, 0.0076936022378504276, 0.007666073739528656, 0.007421066053211689, 0.00618714839220047, 0.0061247223056852818, 0.0041715851984918118]"
2352562,"[2676271, 4269567, 5141410, 5740890, 3304092, 20777185, 6678, 47079044, 22078621, 53903332, 275388, 23416702, 17862013, 31903693, 53874996, 3279728, 19282291, 755842, 21303741, 53920285, 22345050, 24243398, 17021807, 236573, 20355828, 5205615, 17430047, 76940, 52014686, 895672, 36205810, 8526165, 51058554, 583254, 9369613, 5625640, 51511707, 113180, 66365, 49538597, 33777, 10579085, 47048387, 22044074, 50714180, 4699587, 53984662, 44444481, 37331361, 51676708, 1519473, 52243894, 33069847, 7321359, 34442389, 737610, 31752133, 43590845, 1846593, 42497710, 4020758, 178449, 3474408, 19600264, 851060, 31804256, 1467938, 54329819, 20901355, 300591, 4678428, 11159584, 14981609, 52390011, 37042447, 1419205, 32912733, 11503984, 38928070, 536789, 24727796, 1505145, 44137874, 1136673, 42707354, 54435831, 23638008, 37049778, 42614454, 36477294, 22072677, 8727319, 23875703, 42614451, 49735416, 46263132, 44961465, 49876887, 849619, 8886648, 53720250, 42498898, 51074710, 53286797, 35843159, 21682560, 45049201, 47132135, 17701542, 53824388, 54356603, 12790679]","[0.28183633089065552, 0.23679673671722412, 0.23191180825233459, 0.15892890095710754, 0.098036386072635651, 0.091915294528007507, 0.090766571462154388, 0.090699180960655212, 0.087533727288246155, 0.080638900399208069, 0.079834148287773132, 0.076796963810920715, 0.076735951006412506, 0.073217861354351044, 0.067661471664905548, 0.067347161471843719, 0.062623709440231323, 0.058771498501300812, 0.05533299595117569, 0.052666939795017242, 0.052152294665575027, 0.050892677158117294, 0.049500476568937302, 0.048583455383777618, 0.046578776091337204, 0.046307843178510666, 0.045993629842996597, 0.045712884515523911, 0.045055855065584183, 0.04436008632183075, 0.043845266103744507, 0.041269626468420029, 0.041227776557207108, 0.040230691432952881, 0.038659624755382538, 0.037721037864685059, 0.03666398674249649, 0.036519750952720642, 0.036096401512622833, 0.035809110850095749, 0.034981090575456619, 0.033079039305448532, 0.032257780432701111, 0.031385418027639389, 0.031254637986421585, 0.031179312616586685, 0.031020430848002434, 0.030941898003220558, 0.030644848942756653, 0.029924564063549042, 0.029618890956044197, 0.028693491593003273, 0.028498323634266853, 0.028415855020284653, 0.028192393481731415, 0.027872057631611824, 0.027685908600687981, 0.027493827044963837, 0.027125149965286255, 0.026829389855265617, 0.026350710541009903, 0.026342511177062988, 0.025661388412117958, 0.025092659518122673, 0.023954570293426514, 0.023787567391991615, 0.022043846547603607, 0.021887244656682014, 0.021413853392004967, 0.020551713183522224, 0.020352855324745178, 0.020044673234224319, 0.019919490441679955, 0.018964216113090515, 0.018924731761217117, 0.018284665420651436, 0.018146056681871414, 0.01749146357178688, 0.016863895580172539, 0.016598604619503021, 0.016500946134328842, 0.016278872266411781, 0.016268672421574593, 0.016109159216284752, 0.015737734735012054, 0.015642458572983742, 0.015163855627179146, 0.014937136322259903, 0.014608245342969894, 0.014433794654905796, 0.014409028925001621, 0.014379407279193401, 0.013955510221421719, 0.01392582431435585, 0.013912749476730824, 0.01276983879506588, 0.011961265467107296, 0.011941058561205864, 0.011831526644527912, 0.011645066551864147, 0.011395522393286228, 0.011354630813002586, 0.0099161500111222267, 0.0091680148616433144, 0.0090092606842517853, 0.0085609368979930878, 0.0084125082939863205, 0.0067712245509028435, 0.004547774326056242, 0.0045274072326719761, 0.0030819347593933344, 0.0021054989192634821]"
17021807,"[17430047, 37331361, 4269567, 3304092, 5141410, 275388, 22345050, 51676708, 5740890, 19282291, 3279728, 1467938, 36205810, 51058554, 20777185, 17862013, 44444481, 6678, 1136673, 24243398, 5205615, 53874996, 2676271, 849619, 113180, 236573, 76940, 53903332, 11159584, 23416702, 52014686, 33069847, 2352562, 31903693, 5625640, 21303741, 50714180, 1846593, 53920285, 51511707, 53286797, 583254, 895672, 31752133, 536789, 3474408, 47048387, 49735416, 1519473, 34442389, 49538597, 4020758, 8526165, 10579085, 53984662, 9369613, 52390011, 178449, 20355828, 8886648, 42707354, 38928070, 31804256, 32912733, 4678428, 851060, 737610, 4699587, 42498898, 42497710, 52243894, 33777, 44137874, 54329819, 755842, 42614451, 43590845, 11503984, 42614454, 1505145, 36477294, 53720250, 47079044, 19600264, 54435831, 300591, 1419205, 37049778, 23638008, 23875703, 20901355, 66365, 45049201, 24727796, 8727319, 37042447, 47132135, 22078621, 22044074, 17701542, 22072677, 49876887, 46263132, 14981609, 12790679, 35843159, 53824388, 44961465, 7321359, 54356603, 51074710, 21682560]","[0.36869356036186218, 0.2088133692741394, 0.19323381781578064, 0.16568103432655334, 0.13040924072265625, 0.11581915616989136, 0.11552207916975021, 0.10682576149702072, 0.10334072262048721, 0.099732063710689545, 0.092149041593074799, 0.089260272681713104, 0.085767261683940887, 0.085375696420669556, 0.078828401863574982, 0.078224904835224152, 0.078209631145000458, 0.07586950808763504, 0.075386844575405121, 0.073102362453937531, 0.072389036417007446, 0.071318812668323517, 0.069645822048187256, 0.069023497402667999, 0.067647434771060944, 0.058210864663124084, 0.058062374591827393, 0.057899732142686844, 0.054310102015733719, 0.052377413958311081, 0.050866059958934784, 0.05049872025847435, 0.049500476568937302, 0.047938581556081772, 0.045796193182468414, 0.044407282024621964, 0.043579913675785065, 0.042559351772069931, 0.039632849395275116, 0.039506278932094574, 0.039334062486886978, 0.039135277271270752, 0.038797110319137573, 0.038343708962202072, 0.037386350333690643, 0.037358425557613373, 0.037139270454645157, 0.036487136036157608, 0.036140818148851395, 0.035429026931524277, 0.034028954803943634, 0.033771693706512451, 0.033476945012807846, 0.033394627273082733, 0.032898105680942535, 0.032157320529222488, 0.031313400715589523, 0.02882840670645237, 0.02865978330373764, 0.02801583893597126, 0.02735784649848938, 0.026776591315865517, 0.026703180745244026, 0.026541048660874367, 0.025752905756235123, 0.025136545300483704, 0.024260073900222778, 0.023844605311751366, 0.023041602224111557, 0.022971775382757187, 0.022710105404257774, 0.022432925179600716, 0.021275356411933899, 0.020956691354513168, 0.02053341269493103, 0.020476106554269791, 0.020236678421497345, 0.019999193027615547, 0.018890615552663803, 0.018791668117046356, 0.017982831224799156, 0.017847348004579544, 0.017524585127830505, 0.017469363287091255, 0.016941823065280914, 0.016631303355097771, 0.016524935141205788, 0.016294645145535469, 0.015877498313784599, 0.015357600525021553, 0.01517461147159338, 0.01503343041986227, 0.014494951814413071, 0.01444277074187994, 0.014169170521199703, 0.013945285230875015, 0.013831648044288158, 0.013811063952744007, 0.013133899308741093, 0.012661552056670189, 0.011677705682814121, 0.011178793385624886, 0.01112791895866394, 0.010362436063587666, 0.009755684994161129, 0.0089662820100784302, 0.0077544176019728184, 0.0073302295058965683, 0.0068467017263174057, 0.0068021481856703758, 0.0060949921607971191, 0.0034158653579652309]"
20777185,"[4269567, 19282291, 5141410, 3279728, 17862013, 36477294, 47048387, 2676271, 1846593, 5625640, 3304092, 275388, 3474408, 22345050, 2352562, 236573, 53903332, 53874996, 6678, 24243398, 52014686, 31804256, 17021807, 21303741, 17430047, 23416702, 31903693, 5740890, 34442389, 76940, 51058554, 37331361, 36205810, 49538597, 4020758, 20355828, 44444481, 113180, 53920285, 51676708, 1467938, 5205615, 9369613, 4699587, 8526165, 50714180, 47079044, 10579085, 1519473, 11159584, 53984662, 1505145, 31752133, 33069847, 1419205, 53824388, 1136673, 33777, 32912733, 38928070, 895672, 8727319, 536789, 42498898, 178449, 37049778, 755842, 14981609, 51511707, 22044074, 42707354, 849619, 43590845, 22078621, 66365, 44137874, 52243894, 737610, 300591, 24727796, 4678428, 583254, 52390011, 37042447, 11503984, 20901355, 851060, 35843159, 54329819, 54435831, 42497710, 19600264, 53286797, 44961465, 22072677, 45049201, 53720250, 17701542, 8886648, 23875703, 7321359, 23638008, 47132135, 46263132, 49735416, 42614451, 54356603, 42614454, 49876887, 21682560, 51074710, 12790679]","[0.2432430237531662, 0.23855295777320862, 0.22245289385318756, 0.206800177693367, 0.19936147332191467, 0.17337769269943237, 0.17316855490207672, 0.12795780599117279, 0.11710792034864426, 0.11271539330482483, 0.10141447186470032, 0.099839761853218079, 0.096959330141544342, 0.094979472458362579, 0.091915294528007507, 0.091831542551517487, 0.091325625777244568, 0.090236939489841461, 0.089736208319664001, 0.084201805293560028, 0.083634063601493835, 0.082892082631587982, 0.078828401863574982, 0.07843577116727829, 0.073915399610996246, 0.072171904146671295, 0.067550733685493469, 0.066703520715236664, 0.063634224236011505, 0.062821008265018463, 0.062074895948171616, 0.061749935150146484, 0.05817905068397522, 0.057160194963216782, 0.056597452610731125, 0.056189373135566711, 0.055645488202571869, 0.054020624607801437, 0.052676856517791748, 0.050376910716295242, 0.047994930297136307, 0.047875814139842987, 0.047801502048969269, 0.047550462186336517, 0.047463450580835342, 0.045931845903396606, 0.045915234833955765, 0.044377069920301437, 0.044046960771083832, 0.04373304545879364, 0.043082889169454575, 0.043081425130367279, 0.042218033224344254, 0.040077552199363708, 0.038858756422996521, 0.037969697266817093, 0.037748254835605621, 0.036040596663951874, 0.032437950372695923, 0.031805410981178284, 0.031790297478437424, 0.031213803216814995, 0.030838372185826302, 0.030752720311284065, 0.029221022501587868, 0.02749934233725071, 0.027123896405100822, 0.026551986113190651, 0.026339175179600716, 0.025878896936774254, 0.025867829099297523, 0.025150438770651817, 0.025075329467654228, 0.024489201605319977, 0.024473259225487709, 0.023508906364440918, 0.023353110998868942, 0.023305799812078476, 0.022909030318260193, 0.022192887961864471, 0.021991327404975891, 0.021688472479581833, 0.021233536303043365, 0.020872719585895538, 0.020480116829276085, 0.020417500287294388, 0.020039193332195282, 0.019227491691708565, 0.018145831301808357, 0.017974613234400749, 0.017247838899493217, 0.016604242846369743, 0.015653584152460098, 0.015515043400228024, 0.015184489078819752, 0.015153153799474239, 0.014523888006806374, 0.014069576747715473, 0.010979670099914074, 0.010372607037425041, 0.010054552927613258, 0.0099531225860118866, 0.0098550720140337944, 0.009759809821844101, 0.0096293995156884193, 0.009625009261071682, 0.0091108027845621109, 0.0088587440550327301, 0.0086147980764508247, 0.0043655354529619217, 0.0038751028478145599, 0.0031466938089579344]"
4020758,"[236573, 3279728, 24243398, 5625640, 4269567, 5740890, 47048387, 8727319, 17862013, 1519473, 3304092, 44444481, 22345050, 20777185, 19282291, 6678, 11159584, 53874996, 37049778, 21303741, 5141410, 275388, 10579085, 36205810, 3474408, 31903693, 52014686, 53903332, 17430047, 76940, 51058554, 17021807, 44137874, 2676271, 113180, 5205615, 50714180, 53920285, 9369613, 33069847, 31804256, 1419205, 34442389, 2352562, 53984662, 1505145, 37331361, 8526165, 31752133, 1846593, 49538597, 4699587, 33777, 536789, 20355828, 22044074, 43590845, 32912733, 51676708, 22072677, 22078621, 737610, 54435831, 23416702, 66365, 895672, 20901355, 1467938, 755842, 851060, 42497710, 300591, 11503984, 54329819, 47132135, 38928070, 52390011, 23875703, 51511707, 42707354, 849619, 42498898, 53720250, 4678428, 36477294, 52243894, 24727796, 178449, 583254, 42614454, 47079044, 1136673, 17701542, 19600264, 37042447, 8886648, 45049201, 42614451, 54356603, 23638008, 46263132, 35843159, 53286797, 7321359, 49876887, 49735416, 53824388, 44961465, 21682560, 51074710, 12790679, 14981609]","[0.25425368547439575, 0.16191717982292175, 0.13503362238407135, 0.12264885008335114, 0.10849997401237488, 0.082336261868476868, 0.068457715213298798, 0.067869238555431366, 0.067347161471843719, 0.065544642508029938, 0.061548218131065369, 0.057327650487422943, 0.056839581578969955, 0.056597452610731125, 0.055865850299596786, 0.054464142769575119, 0.054161373525857925, 0.053959757089614868, 0.053725488483905792, 0.050837107002735138, 0.050386790186166763, 0.048400968313217163, 0.046992536634206772, 0.046959772706031799, 0.046466197818517685, 0.041074924170970917, 0.041037328541278839, 0.04087485745549202, 0.038568705320358276, 0.036049902439117432, 0.036034036427736282, 0.033771693706512451, 0.032332904636859894, 0.032163884490728378, 0.030452195554971695, 0.029875477775931358, 0.029755985364317894, 0.029216719791293144, 0.027600282803177834, 0.02755819633603096, 0.02688571996986866, 0.026754280552268028, 0.026551071554422379, 0.026350710541009903, 0.02621820941567421, 0.026003949344158173, 0.025428147986531258, 0.024949869140982628, 0.024577537551522255, 0.024530969560146332, 0.024183919653296471, 0.024021374061703682, 0.023960720747709274, 0.023199990391731262, 0.022883744910359383, 0.022626565769314766, 0.021898861974477768, 0.021590542048215866, 0.021005045622587204, 0.020894689485430717, 0.020464999601244926, 0.020399769768118858, 0.02014927938580513, 0.019821109250187874, 0.019771084189414978, 0.019607318565249443, 0.018938297405838966, 0.018107239156961441, 0.017397498711943626, 0.016111316159367561, 0.015868499875068665, 0.015294645912945271, 0.014690112322568893, 0.014278207905590534, 0.014261942356824875, 0.013985901139676571, 0.013811935670673847, 0.013110422529280186, 0.012908206321299076, 0.012800818309187889, 0.01199613232165575, 0.011686893180012703, 0.011463879607617855, 0.011216532438993454, 0.011043730191886425, 0.010499649681150913, 0.01021356787532568, 0.010163171216845512, 0.0095750158652663231, 0.0090344417840242386, 0.0088194264099001884, 0.0087582580745220184, 0.0087064700201153755, 0.0075707826763391495, 0.0075594037771224976, 0.0073951957747340202, 0.0071511231362819672, 0.0069197597913444042, 0.0066656079143285751, 0.0063123716972768307, 0.0061065284535288811, 0.0060696625150740147, 0.00582472188398242, 0.0048303385265171528, 0.0047072703018784523, 0.0045874910429120064, 0.0039547225460410118, 0.0036619671154767275, 0.0025296241510659456, 0.0025036868173629045, 0.0025029857642948627, 0.0021291747689247131]"
17430047,"[17021807, 22345050, 51676708, 4269567, 37331361, 1467938, 3304092, 275388, 849619, 5740890, 3279728, 17862013, 5141410, 24243398, 19282291, 53874996, 33069847, 20777185, 51058554, 36205810, 2676271, 536789, 21303741, 76940, 5205615, 52014686, 236573, 6678, 34442389, 53903332, 1136673, 31752133, 2352562, 10579085, 31804256, 23416702, 5625640, 47048387, 31903693, 50714180, 11159584, 53920285, 9369613, 4020758, 113180, 44444481, 755842, 32912733, 1519473, 53984662, 583254, 8526165, 4678428, 1846593, 178449, 37049778, 42707354, 4699587, 895672, 42498898, 20355828, 3474408, 47079044, 11503984, 52390011, 43590845, 44137874, 49538597, 53286797, 1505145, 66365, 22078621, 37042447, 33777, 24727796, 52243894, 19600264, 54329819, 51074710, 36477294, 42497710, 851060, 737610, 8886648, 22072677, 54435831, 51511707, 42614454, 45049201, 38928070, 8727319, 23875703, 300591, 1419205, 22044074, 35843159, 49876887, 23638008, 54356603, 46263132, 42614451, 44961465, 20901355, 47132135, 53824388, 49735416, 14981609, 21682560, 53720250, 17701542, 7321359, 12790679]","[0.36869356036186218, 0.22388330101966858, 0.22320614755153656, 0.20085473358631134, 0.19198985397815704, 0.18787074089050293, 0.17742788791656494, 0.14842286705970764, 0.12779732048511505, 0.11125461012125015, 0.099045008420944214, 0.098196379840373993, 0.096840515732765198, 0.096414700150489807, 0.08853553980588913, 0.0879497230052948, 0.075800321996212006, 0.073915399610996246, 0.073621712625026703, 0.065811038017272949, 0.065578266978263855, 0.063116773962974548, 0.061122346669435501, 0.060882467776536942, 0.060718711465597153, 0.060646425932645798, 0.059463325887918472, 0.05879901722073555, 0.058107331395149231, 0.054650474339723587, 0.054007556289434433, 0.050584252923727036, 0.045993629842996597, 0.045730803161859512, 0.044135730713605881, 0.043857745826244354, 0.043320260941982269, 0.043320037424564362, 0.043267816305160522, 0.042411714792251587, 0.041681870818138123, 0.04147045686841011, 0.039205748587846756, 0.038568705320358276, 0.036904089152812958, 0.035667184740304947, 0.03549310564994812, 0.03376181423664093, 0.033706154674291611, 0.032725408673286438, 0.032529599964618683, 0.03101721964776516, 0.028879150748252869, 0.028716824948787689, 0.028015326708555222, 0.026828285306692123, 0.025970771908760071, 0.025896763429045677, 0.024922085925936699, 0.024900862947106361, 0.024787029251456261, 0.02447335422039032, 0.024314133450388908, 0.023758642375469208, 0.023538563400506973, 0.023125965148210526, 0.022681668400764465, 0.022015431895852089, 0.022005362436175346, 0.021588774397969246, 0.021349901333451271, 0.020617526024580002, 0.020101796835660934, 0.019819794222712517, 0.01936907134950161, 0.019328506663441658, 0.019282963126897812, 0.018685685470700264, 0.018374165520071983, 0.01828811876475811, 0.017974166199564934, 0.017832016572356224, 0.01767093688249588, 0.017430568113923073, 0.016693403944373131, 0.016569117084145546, 0.015910003334283829, 0.015668643638491631, 0.015008877962827682, 0.014611097052693367, 0.014514903537929058, 0.014235313981771469, 0.013741722330451012, 0.012518429197371006, 0.012479628436267376, 0.012469453737139702, 0.012284213677048683, 0.011506934650242329, 0.010072738863527775, 0.0097810719162225723, 0.0089826313778758049, 0.0088017508387565613, 0.008473934605717659, 0.0080708805471658707, 0.0076609812676906586, 0.0072415322065353394, 0.0070496243424713612, 0.0063004391267895699, 0.0058528133668005466, 0.0056278598494827747, 0.0053349537774920464, 0.0048093106597661972]"
2676271,"[5141410, 4269567, 23416702, 2352562, 5740890, 6678, 20777185, 47079044, 17862013, 536789, 36205810, 895672, 3304092, 49538597, 51511707, 3279728, 20355828, 19282291, 236573, 17021807, 8526165, 17430047, 22345050, 43590845, 583254, 53874996, 33777, 24243398, 755842, 31903693, 275388, 10579085, 9369613, 52014686, 76940, 44961465, 1519473, 5625640, 1419205, 113180, 53903332, 4699587, 53984662, 21303741, 51058554, 178449, 47048387, 51676708, 54329819, 52390011, 33069847, 3474408, 1136673, 1846593, 5205615, 31752133, 42497710, 66365, 851060, 737610, 53920285, 4020758, 31804256, 38928070, 34442389, 37042447, 37331361, 11503984, 1467938, 44444481, 11159584, 300591, 42614451, 50714180, 19600264, 44137874, 14981609, 8727319, 4678428, 7321359, 22072677, 53286797, 37049778, 54435831, 32912733, 1505145, 22078621, 20901355, 52243894, 24727796, 17701542, 849619, 45049201, 42614454, 23875703, 36477294, 47132135, 46263132, 22044074, 35843159, 42707354, 23638008, 8886648, 49735416, 42498898, 21682560, 54356603, 53824388, 51074710, 53720250, 49876887, 12790679]","[0.41135793924331665, 0.36829119920730591, 0.35899674892425537, 0.28183633089065552, 0.16303999722003937, 0.1509774774312973, 0.12795780599117279, 0.12504646182060242, 0.10325317084789276, 0.096259303390979767, 0.094440661370754242, 0.089551962912082672, 0.086300104856491089, 0.083681017160415649, 0.082364208996295929, 0.0795716792345047, 0.079131945967674255, 0.075260750949382782, 0.070246607065200806, 0.069645822048187256, 0.069510281085968018, 0.065578266978263855, 0.060791488736867905, 0.058267358690500259, 0.057311605662107468, 0.056885886937379837, 0.054589428007602692, 0.053106896579265594, 0.052217055112123489, 0.051964003592729568, 0.050336726009845734, 0.049488607794046402, 0.049094673246145248, 0.048941649496555328, 0.048421815037727356, 0.046342317014932632, 0.046216405928134918, 0.04566550999879837, 0.04549369215965271, 0.043623145669698715, 0.042757406830787659, 0.041253391653299332, 0.040150556713342667, 0.039971895515918732, 0.039548438042402267, 0.039241686463356018, 0.03826502338051796, 0.038141194730997086, 0.037688974291086197, 0.037125967442989349, 0.036963954567909241, 0.03690684586763382, 0.036880366504192352, 0.035731974989175797, 0.035049833357334137, 0.034162066876888275, 0.034119758754968643, 0.03402995690703392, 0.033725764602422714, 0.033548656851053238, 0.033129144459962845, 0.032163884490728378, 0.03072734922170639, 0.030525244772434235, 0.030270921066403389, 0.029346061870455742, 0.029275450855493546, 0.028574630618095398, 0.028331857174634933, 0.027985643595457077, 0.027726899832487106, 0.025705760344862938, 0.025289459154009819, 0.025152090936899185, 0.024744106456637383, 0.024283027276396751, 0.023754393681883812, 0.023386698216199875, 0.022689506411552429, 0.022638725116848946, 0.022605707868933678, 0.022234711796045303, 0.021976985037326813, 0.021763309836387634, 0.021731389686465263, 0.020116753876209259, 0.019980169832706451, 0.019371239468455315, 0.018900591880083084, 0.018203964456915855, 0.01743973046541214, 0.017317846417427063, 0.017098650336265564, 0.016503943130373955, 0.0161020178347826, 0.016073191538453102, 0.016037235036492348, 0.014902192167937756, 0.014162351377308369, 0.013461337424814701, 0.013049887493252754, 0.012659893371164799, 0.012653195299208164, 0.012465415522456169, 0.01199007872492075, 0.011334816925227642, 0.009804178960621357, 0.0086926333606243134, 0.0083096036687493324, 0.007436816580593586, 0.0072648669593036175, 0.0026673434767872095]"
