,similar_articles,scores
23416702,"[178449, 19600264, 52014686, 5205615, 52243894, 6678, 113180, 52390011, 36205810, 3474408, 46263132, 1519473, 32912733, 22078621, 54356603, 4678428, 49538597, 8526165, 11503984, 23875703, 5740890, 895672, 5141410, 4269567, 755842, 5625640, 33777, 236573, 9369613, 53903332, 17862013, 3279728, 21303741, 53286797, 20355828, 33069847, 20777185, 1419205, 2676271, 4699587, 300591, 42614454, 31903693, 851060, 737610, 53984662, 2352562, 54329819, 76940, 8727319, 1846593, 22345050, 53920285, 51676708, 47079044, 583254, 42614451, 54435831, 42497710, 44444481, 17021807, 4020758, 24727796, 17430047, 3304092, 53874996, 44137874, 31752133, 42498898, 1467938, 275388, 37049778, 47048387, 11159584, 1505145, 43590845, 10579085, 49876887, 37042447, 24243398, 19282291, 45049201, 66365, 51058554, 8886648, 22044074]","[0.92515760660171509, 0.92106413841247559, 0.70300740003585815, 0.35454556345939636, 0.35154637694358826, 0.30192840099334717, 0.29378852248191833, 0.2854616641998291, 0.28488916158676147, 0.28279843926429749, 0.28112387657165527, 0.27978864312171936, 0.27786776423454285, 0.27786776423454285, 0.27786776423454285, 0.26530224084854126, 0.2601209282875061, 0.25440025329589844, 0.23413489758968353, 0.22825106978416443, 0.22130578756332397, 0.21668660640716553, 0.20197458565235138, 0.14986693859100342, 0.13629603385925293, 0.13537721335887909, 0.13345736265182495, 0.13332955539226532, 0.12430442869663239, 0.11903087049722672, 0.11581424623727798, 0.10354922711849213, 0.10320261120796204, 0.10320261120796204, 0.10102307796478271, 0.098714157938957214, 0.094693899154663086, 0.089504778385162354, 0.08398139476776123, 0.080229207873344421, 0.079639054834842682, 0.075874991714954376, 0.073246568441390991, 0.072098925709724426, 0.069015450775623322, 0.065438702702522278, 0.063441500067710876, 0.06290813535451889, 0.062606491148471832, 0.062204748392105103, 0.06203823909163475, 0.06089184433221817, 0.05732017382979393, 0.05732017382979393, 0.056956131011247635, 0.055536124855279922, 0.051534973084926605, 0.051534973084926605, 0.046380583196878433, 0.046266023069620132, 0.044669158756732941, 0.034964650869369507, 0.034616589546203613, 0.03265882283449173, 0.031415440142154694, 0.031147109344601631, 0.031008681282401085, 0.031008681282401085, 0.031008681282401085, 0.02846045233309269, 0.027940647676587105, 0.027939308434724808, 0.026410616934299469, 0.026083013042807579, 0.02574949711561203, 0.024987749755382538, 0.021867966279387474, 0.019846260547637939, 0.013747953809797764, 0.011800101026892662, 0.0082123633474111557, 0.0057493941858410835, 0.0050806854851543903, 0.0047356104478240013, 0.00060002552345395088, 0.00031934122671373188]"
5740890,"[9369613, 17862013, 4269567, 53286797, 21303741, 20355828, 5141410, 20777185, 33069847, 8526165, 236573, 1519473, 53903332, 6678, 113180, 1846593, 36205810, 31903693, 33777, 2676271, 275388, 52014686, 1505145, 23416702, 4699587, 53984662, 8727319, 5205615, 5625640, 53920285, 51676708, 3474408, 76940, 3279728, 4020758, 49538597, 46263132, 19600264, 178449, 52243894, 22078621, 54356603, 32912733, 895672, 4678428, 19282291, 17021807, 755842, 11503984, 300591, 1419205, 23875703, 43590845, 851060, 42614451, 54435831, 47048387, 52390011, 2352562, 3304092, 583254, 42614454, 37049778, 22345050, 10579085, 51058554, 54329819, 53874996, 24243398, 737610, 45049201, 17430047, 37042447, 24727796, 66365]","[0.98451954126358032, 0.9837067723274231, 0.98189842700958252, 0.98093104362487793, 0.98093104362487793, 0.96021479368209839, 0.90487420558929443, 0.86488872766494751, 0.79882180690765381, 0.76011139154434204, 0.71310389041900635, 0.70366376638412476, 0.56965517997741699, 0.47055941820144653, 0.31195294857025146, 0.29959726333618164, 0.29821786284446716, 0.29488176107406616, 0.28345793485641479, 0.28222423791885376, 0.26557320356369019, 0.24799053370952606, 0.24474652111530304, 0.22130578756332397, 0.20905515551567078, 0.18098026514053345, 0.17136219143867493, 0.15924812853336334, 0.14205986261367798, 0.13672119379043579, 0.13672119379043579, 0.13620984554290771, 0.13516061007976532, 0.12765355408191681, 0.10664547979831696, 0.10103687644004822, 0.097902372479438782, 0.097237281501293182, 0.09447208046913147, 0.09425441175699234, 0.085976831614971161, 0.085976831614971161, 0.085976831614971161, 0.085669390857219696, 0.082088857889175415, 0.078057736158370972, 0.077532157301902771, 0.074526071548461914, 0.07244516909122467, 0.071082562208175659, 0.068952865898609161, 0.066754661500453949, 0.064531803131103516, 0.062880903482437134, 0.055254504084587097, 0.055254504084587097, 0.052662376314401627, 0.051854759454727173, 0.051819190382957458, 0.046264395117759705, 0.035450391471385956, 0.030282553285360336, 0.029207164421677589, 0.025412391871213913, 0.019252477213740349, 0.011295470409095287, 0.010727491229772568, 0.0086356019601225853, 0.0082530556246638298, 0.0068235821090638638, 0.0061643561348319054, 0.0047312085516750813, 0.0042538419365882874, 0.0030592437833547592, 0.0015720472438260913]"
31752133,"[42498898, 44137874, 17430047, 2676271, 37049778, 23416702, 22345050, 178449]","[1.0, 1.0, 0.98924785852432251, 0.95034193992614746, 0.18780951201915741, 0.031008681282401085, 0.026181008666753769, 0.01439030934125185]"
33069847,"[9369613, 17862013, 4269567, 21303741, 53286797, 5141410, 5740890, 20355828, 1505145, 20777185, 8526165, 236573, 1519473, 22072677, 51511707, 3304092, 53903332, 895672, 6678, 36205810, 1846593, 2676271, 31903693, 113180, 275388, 33777, 4678428, 49538597, 53984662, 4699587, 38928070, 52014686, 8727319, 53874996, 76940, 3279728, 23416702, 5625640, 3474408, 17430047, 22345050, 19282291, 47048387, 1419205, 54356603, 22078621, 32912733, 52243894, 46263132, 43590845, 11503984, 23875703, 2352562, 52390011, 851060, 755842, 4020758, 737610, 37049778, 42497710, 44444481, 536789, 300591, 10579085, 583254, 54329819, 37042447, 24727796, 24243398, 178449, 66365]","[0.81133025884628296, 0.81127184629440308, 0.80996888875961304, 0.80985766649246216, 0.80985766649246216, 0.80752271413803101, 0.79882180690765381, 0.79275435209274292, 0.74268633127212524, 0.71378153562545776, 0.61498755216598511, 0.60766112804412842, 0.56658244132995605, 0.55827969312667847, 0.5527263879776001, 0.53800690174102783, 0.43002024292945862, 0.42900654673576355, 0.37339252233505249, 0.26119616627693176, 0.24651792645454407, 0.24534313380718231, 0.24345467984676361, 0.23840336501598358, 0.21925751864910126, 0.21831612288951874, 0.21492904424667358, 0.21140411496162415, 0.18007811903953552, 0.16567856073379517, 0.14786948263645172, 0.14418718218803406, 0.14147679507732391, 0.13412483036518097, 0.12863735854625702, 0.11937791854143143, 0.098714157938957214, 0.096770942211151123, 0.092759482562541962, 0.075959332287311554, 0.067678183317184448, 0.064444549381732941, 0.064304590225219727, 0.054450370371341705, 0.051261063665151596, 0.051261063665151596, 0.051261063665151596, 0.050791181623935699, 0.049221120774745941, 0.046376209706068039, 0.043193221092224121, 0.039800427854061127, 0.038527704775333405, 0.036518096923828125, 0.035759132355451584, 0.032034184783697128, 0.025622781366109848, 0.023215323686599731, 0.022774912416934967, 0.019209155812859535, 0.019161708652973175, 0.01776374876499176, 0.017537806183099747, 0.01589486375451088, 0.013402236625552177, 0.0063959397375583649, 0.0025362235028296709, 0.0018239808268845081, 0.001063869334757328, 0.00093967252178117633, 0.00093728519277647138]"
32912733,"[22078621, 32912733, 3474408, 52243894, 113180, 46263132, 4678428, 6678, 49538597, 36205810, 11503984, 23875703, 895672, 1519473, 8526165, 52390011, 1419205, 23416702, 2352562, 5625640, 4699587, 4269567, 76940, 33777, 3279728, 236573, 54329819, 53984662, 2676271, 5740890, 755842, 737610, 9369613, 5141410, 37049778, 583254, 33069847, 37042447, 43590845, 17862013, 3304092, 1846593, 24727796, 24243398, 52014686, 178449, 66365, 20777185]","[1.0, 1.0, 0.99868202209472656, 0.99083352088928223, 0.97078394889831543, 0.9602048397064209, 0.95477879047393799, 0.91315197944641113, 0.90712803602218628, 0.90577739477157593, 0.84261268377304077, 0.77642613649368286, 0.76247411966323853, 0.75789481401443481, 0.6369282603263855, 0.31910595297813416, 0.27882549166679382, 0.27786776423454285, 0.21571749448776245, 0.2006380707025528, 0.19374199211597443, 0.16510127484798431, 0.15255777537822723, 0.15106038749217987, 0.15019389986991882, 0.13440708816051483, 0.12477188557386398, 0.11388476192951202, 0.087094105780124664, 0.085976831614971161, 0.080058276653289795, 0.079365357756614685, 0.07555612176656723, 0.070250459015369415, 0.067872814834117889, 0.067409463226795197, 0.051261063665151596, 0.049476604908704758, 0.045296885073184967, 0.044492021203041077, 0.04329763725399971, 0.04207947850227356, 0.03558218851685524, 0.020753946155309677, 0.018948353826999664, 0.018331116065382957, 0.018284544348716736, 0.013763622380793095]"
24243398,"[17021807, 52014686, 42614451, 54435831, 300591, 851060, 5625640, 113180, 33777, 755842, 42614454, 2676271, 46263132, 17430047, 236573, 49538597, 52243894, 895672, 6678, 54356603, 32912733, 22078621, 3474408, 4678428, 36205810, 11503984, 22345050, 43590845, 23875703, 1519473, 8526165, 45049201, 23416702, 19600264, 5740890, 4699587, 52390011, 53984662, 76940, 1419205, 4269567, 2352562, 3279728, 54329819, 737610, 9369613, 5141410, 37049778, 583254, 33069847, 37042447, 17862013, 3304092, 1846593, 24727796, 178449, 66365, 20777185]","[0.80954229831695557, 0.65583610534667969, 0.11707095056772232, 0.11707095056772232, 0.11375625431537628, 0.07813774049282074, 0.07754497230052948, 0.077377647161483765, 0.071324177086353302, 0.065585792064666748, 0.064161419868469238, 0.060583937913179398, 0.052444629371166229, 0.040684055536985397, 0.037611532956361771, 0.033254358917474747, 0.023758219555020332, 0.022746490314602852, 0.022093681618571281, 0.020753946155309677, 0.020753946155309677, 0.020753946155309677, 0.020726593211293221, 0.019815428182482719, 0.018798455595970154, 0.017487538978457451, 0.016980959102511406, 0.016358524560928345, 0.016113907098770142, 0.015729308128356934, 0.0132187744602561, 0.013060782104730606, 0.011800101026892662, 0.0098130498081445694, 0.0082530556246638298, 0.0073689348064363003, 0.006622707936912775, 0.0060209287330508232, 0.0059583405964076519, 0.0057867290452122688, 0.0054592359811067581, 0.0044769891537725925, 0.0031171161681413651, 0.0025895088911056519, 0.0016471443232148886, 0.0015680877259001136, 0.0014579741982743144, 0.0014086287701502442, 0.0013990123989060521, 0.001063869334757328, 0.0010268348269164562, 0.00092338502872735262, 0.00089859683066606522, 0.00087331520626321435, 0.00073847081512212753, 0.00038044300163164735, 0.00037947646342217922, 0.00028564946842379868]"
17862013,"[9369613, 53286797, 21303741, 4269567, 5740890, 20355828, 5141410, 20777185, 33069847, 8526165, 236573, 1519473, 53903332, 6678, 1846593, 31903693, 2676271, 113180, 275388, 36205810, 33777, 1505145, 4699587, 53984662, 52014686, 8727319, 76940, 3279728, 23416702, 5625640, 3474408, 19282291, 1419205, 49538597, 43590845, 47048387, 895672, 52390011, 54356603, 32912733, 22078621, 52243894, 2352562, 46263132, 4678428, 3304092, 11503984, 755842, 23875703, 4020758, 583254, 37049778, 851060, 10579085, 54329819, 300591, 1467938, 24727796, 53874996, 11159584, 737610, 37042447, 24243398, 178449, 66365, 8886648, 22044074]","[0.99951392412185669, 0.99893003702163696, 0.99893003702163696, 0.99182850122451782, 0.9837067723274231, 0.97783368825912476, 0.90931427478790283, 0.88016575574874878, 0.81127184629440308, 0.74805396795272827, 0.69724380970001221, 0.68420827388763428, 0.53041434288024902, 0.43857315182685852, 0.31179854273796082, 0.3002924919128418, 0.28365227580070496, 0.27587267756462097, 0.27044618129730225, 0.26596704125404358, 0.24975910782814026, 0.24923735857009888, 0.20072841644287109, 0.18081849813461304, 0.17749463021755219, 0.17450648546218872, 0.13251593708992004, 0.12155856937170029, 0.11581424623727798, 0.10107135772705078, 0.095703504979610443, 0.079490005970001221, 0.058211181312799454, 0.056893154978752136, 0.056354660540819168, 0.054107818752527237, 0.051080349832773209, 0.045792404562234879, 0.044492021203041077, 0.044492021203041077, 0.044492021203041077, 0.044084187597036362, 0.043480705469846725, 0.042721454054117203, 0.042480036616325378, 0.03792998194694519, 0.037489540874958038, 0.037311691790819168, 0.034544769674539566, 0.031604770570993423, 0.027752624824643135, 0.026820318773388863, 0.026682447642087936, 0.019605739042162895, 0.018072204664349556, 0.016346175223588943, 0.01261946652084589, 0.012548248283565044, 0.012205413542687893, 0.011565301567316055, 0.0035311251413077116, 0.0022013140842318535, 0.00092338502872735262, 0.0008155883988365531, 0.00081351632252335548, 0.00026605348102748394, 0.00014159703277982771]"
34442389,[20777185],[0.47385472059249878]
178449,"[19600264, 23416702, 52014686, 5205615, 52243894, 5141410, 5740890, 755842, 37049778, 54356603, 22078621, 32912733, 3474408, 113180, 46263132, 4678428, 6678, 49538597, 36205810, 20901355, 12790679, 11503984, 2676271, 300591, 42498898, 44137874, 31752133, 17430047, 23875703, 895672, 1519473, 8526165, 8727319, 52390011, 1419205, 2352562, 5625640, 4699587, 4269567, 76940, 33777, 3279728, 236573, 54329819, 53984662, 737610, 9369613, 583254, 33069847, 37042447, 43590845, 17862013, 3304092, 1846593, 45049201, 24727796, 24243398, 22345050, 66365, 20777185]","[0.99608629941940308, 0.92515760660171509, 0.73388880491256714, 0.32651594281196594, 0.099457971751689911, 0.097809083759784698, 0.09447208046913147, 0.051854506134986877, 0.019388839602470398, 0.018331116065382957, 0.018331116065382957, 0.018331116065382957, 0.018306955695152283, 0.017795553430914879, 0.017601625993847847, 0.017502160742878914, 0.016739094629883766, 0.016628669574856758, 0.01660391129553318, 0.01576572097837925, 0.01576572097837925, 0.015446030534803867, 0.015272246673703194, 0.014422654174268246, 0.01439030934125185, 0.01439030934125185, 0.01439030934125185, 0.014235583133995533, 0.01423275750130415, 0.013977001421153545, 0.013893057592213154, 0.012474202550947666, 0.0095627410337328911, 0.005849568173289299, 0.0051111825741827488, 0.0039543425664305687, 0.003677919739857316, 0.0035515069030225277, 0.0030264905653893948, 0.0027965542394667864, 0.002769105602055788, 0.0027532218955457211, 0.0024638320319354534, 0.0022872078698128462, 0.0020876347552984953, 0.0014548555482178926, 0.0013850280083715916, 0.0012356906663626432, 0.00093967252178117633, 0.00090696138795465231, 0.00083034246927127242, 0.0008155883988365531, 0.00079369399463757873, 0.00077136378968134522, 0.00069076177896931767, 0.00065226125298067927, 0.00038044300163164735, 0.00037675281055271626, 0.00033517609699629247, 0.00025230256142094731]"
36477294,[],[]
31804256,"[11159584, 4020758]","[0.40011444687843323, 0.015739290043711662]"
37049778,"[20901355, 12790679, 8727319, 2676271, 31752133, 42498898, 44137874, 17430047, 8526165, 6678, 113180, 3474408, 36205810, 54356603, 32912733, 22078621, 52243894, 1519473, 46263132, 4678428, 49538597, 11503984, 23875703, 895672, 45049201, 4269567, 5740890, 9369613, 23416702, 17862013, 5141410, 236573, 53286797, 21303741, 53903332, 20355828, 33069847, 52390011, 20777185, 1419205, 178449, 4699587, 31903693, 33777, 5625640, 2352562, 755842, 47079044, 76940, 3279728, 53984662, 42614454, 1846593, 54329819, 275388, 1505145, 737610, 52014686, 22345050, 583254, 43590845, 3304092, 37042447, 24727796, 19282291, 300591, 24243398, 47048387, 66365, 4020758, 851060, 10579085]","[0.97946792840957642, 0.97946792840957642, 0.60911464691162109, 0.19141343235969543, 0.18780951201915741, 0.18780951201915741, 0.18780951201915741, 0.18579015135765076, 0.10997647792100906, 0.072525583207607269, 0.071439631283283234, 0.069006234407424927, 0.068581163883209229, 0.067872814834117889, 0.067872814834117889, 0.067872814834117889, 0.067250661551952362, 0.066949151456356049, 0.065171808004379272, 0.064803525805473328, 0.061963673681020737, 0.057190496474504471, 0.052698228508234024, 0.052160467952489853, 0.042914561927318573, 0.034687310457229614, 0.029207164421677589, 0.028883596882224083, 0.027939308434724808, 0.026820318773388863, 0.026382084935903549, 0.025595540180802345, 0.023826012387871742, 0.023826012387871742, 0.02340582013130188, 0.023322831839323044, 0.022774912416934967, 0.022251738235354424, 0.021912872791290283, 0.020017204806208611, 0.019388839602470398, 0.018754782155156136, 0.017535947263240814, 0.016560837626457214, 0.015808165073394775, 0.015449515543878078, 0.014386303722858429, 0.013993401080369949, 0.013286869041621685, 0.013223539106547832, 0.012242229655385017, 0.011702322401106358, 0.01004515029489994, 0.0084686195477843285, 0.0064505557529628277, 0.0059446929953992367, 0.0055665783584117889, 0.005499489139765501, 0.0049170423299074173, 0.0048679038882255554, 0.0043705031275749207, 0.0036797660868614912, 0.0033581163734197617, 0.0024150633253157139, 0.0018959585577249527, 0.0014348207041621208, 0.0014086287701502442, 0.0012791260378435254, 0.0012410235358402133, 0.00075382221257314086, 0.00063156441319733858, 0.00046762690180912614]"
22345050,"[42497710, 44444481, 737610, 3279728, 851060, 33777, 5625640, 300591, 236573, 1419205, 42614451, 54435831, 53920285, 51676708, 53984662, 755842, 5205615, 17021807, 3304092, 22072677, 51511707, 1505145, 42614454, 4020758, 33069847, 895672, 23416702, 53903332, 17430047, 49538597, 46263132, 4269567, 1519473, 53874996, 31752133, 44137874, 42498898, 4678428, 5740890, 2676271, 6678, 38928070, 43590845, 24243398, 583254, 45049201, 52014686, 19600264, 51058554, 76940, 4699587, 37049778, 52243894, 47048387, 536789, 178449]","[0.97693753242492676, 0.97452449798583984, 0.97377496957778931, 0.95571821928024292, 0.82366979122161865, 0.78850245475769043, 0.70308768749237061, 0.35889574885368347, 0.15932658314704895, 0.15367592871189117, 0.14504843950271606, 0.14504843950271606, 0.12725028395652771, 0.12725028395652771, 0.12689526379108429, 0.12297118455171585, 0.11996348947286606, 0.11230305582284927, 0.091328956186771393, 0.087612070143222809, 0.086740575730800629, 0.084841229021549225, 0.079494640231132507, 0.070372529327869415, 0.067678183317184448, 0.062994815409183502, 0.06089184433221817, 0.045417621731758118, 0.04222344234585762, 0.04165104404091835, 0.040287371724843979, 0.031707942485809326, 0.029688702896237373, 0.029085906222462654, 0.026181008666753769, 0.026181008666753769, 0.026181008666753769, 0.026048563420772552, 0.025412391871213913, 0.024880910292267799, 0.023317711427807808, 0.023205487057566643, 0.019103117287158966, 0.016980959102511406, 0.016387186944484711, 0.016182033345103264, 0.012326693162322044, 0.012158161029219627, 0.010513014160096645, 0.0067778117954730988, 0.0061684329994022846, 0.0049170423299074173, 0.0039579351432621479, 0.0032683452591300011, 0.0027877043467015028, 0.00037675281055271626]"
5141410,"[4269567, 9369613, 17862013, 53286797, 21303741, 5740890, 20355828, 33069847, 20777185, 8526165, 236573, 1519473, 53903332, 6678, 36205810, 2676271, 113180, 1846593, 31903693, 275388, 52014686, 33777, 1505145, 23416702, 4699587, 53984662, 8727319, 895672, 76940, 3474408, 3279728, 178449, 5625640, 19600264, 49538597, 52243894, 19282291, 22078621, 32912733, 54356603, 46263132, 4678428, 1419205, 11503984, 23875703, 43590845, 47048387, 2352562, 52390011, 755842, 5205615, 3304092, 4020758, 37049778, 851060, 10579085, 300591, 583254, 54329819, 737610, 37042447, 24727796, 24243398, 66365]","[0.91218918561935425, 0.90977829694747925, 0.90931427478790283, 0.90715932846069336, 0.90715932846069336, 0.90487420558929443, 0.88800108432769775, 0.80752271413803101, 0.79971659183502197, 0.6970483660697937, 0.66406911611557007, 0.6437256932258606, 0.48168572783470154, 0.43415728211402893, 0.34463015198707581, 0.29323723912239075, 0.27950242161750793, 0.27667611837387085, 0.27270492911338806, 0.24560056626796722, 0.23261238634586334, 0.23097825050354004, 0.2263401597738266, 0.20197458565235138, 0.18807008862495422, 0.16471850872039795, 0.15847475826740265, 0.13790395855903625, 0.12236427515745163, 0.1167178601026535, 0.11464289575815201, 0.097809083759784698, 0.097488880157470703, 0.096219725906848907, 0.078740470111370087, 0.077459417283535004, 0.072187341749668121, 0.070250459015369415, 0.070250459015369415, 0.070250459015369415, 0.067454829812049866, 0.067073650658130646, 0.061185166239738464, 0.059193927794694901, 0.054544292390346527, 0.052529338747262955, 0.048701860010623932, 0.04592445120215416, 0.044999927282333374, 0.040813397616147995, 0.031540714204311371, 0.031256027519702911, 0.028701271861791611, 0.026382084935903549, 0.024046389386057854, 0.017804579809308052, 0.016237664967775345, 0.015877369791269302, 0.0087652821093797684, 0.0055754529312252998, 0.0034757542889565229, 0.0024996651336550713, 0.0014579741982743144, 0.0012844976736232638]"
9369613,"[17862013, 53286797, 21303741, 4269567, 5740890, 20355828, 5141410, 20777185, 33069847, 8526165, 1519473, 236573, 53903332, 6678, 1846593, 113180, 31903693, 36205810, 2676271, 275388, 33777, 1505145, 4699587, 53984662, 52014686, 8727319, 76940, 3474408, 3279728, 23416702, 5625640, 49538597, 19282291, 54356603, 32912733, 22078621, 52243894, 895672, 46263132, 4678428, 1419205, 11503984, 23875703, 43590845, 52390011, 47048387, 2352562, 3304092, 755842, 583254, 4020758, 37049778, 851060, 54329819, 10579085, 300591, 24727796, 1467938, 53874996, 11159584, 737610, 37042447, 24243398, 178449, 66365, 8886648, 22044074]","[0.99951392412185669, 0.9970359206199646, 0.9970359206199646, 0.99509048461914062, 0.98451954126358032, 0.97597956657409668, 0.90977829694747925, 0.87892556190490723, 0.81133025884628296, 0.76669138669967651, 0.70655918121337891, 0.7002023458480835, 0.52940863370895386, 0.46621710062026978, 0.31381350755691528, 0.3055880069732666, 0.29972311854362488, 0.29387134313583374, 0.28582727909088135, 0.26993337273597717, 0.25404849648475647, 0.248764768242836, 0.20638257265090942, 0.18450663983821869, 0.17774829268455505, 0.17417560517787933, 0.13744053244590759, 0.12662944197654724, 0.12604506313800812, 0.12430442869663239, 0.10717707872390747, 0.085040926933288574, 0.079339280724525452, 0.07555612176656723, 0.07555612176656723, 0.07555612176656723, 0.074863538146018982, 0.074733391404151917, 0.072549350559711456, 0.072139382362365723, 0.066785790026187897, 0.063664548099040985, 0.058663748204708099, 0.057658731937408447, 0.056668650358915329, 0.054078109562397003, 0.050117526203393936, 0.039957433938980103, 0.039789441972970963, 0.031698860228061676, 0.031544841825962067, 0.028883596882224083, 0.026662804186344147, 0.023829080164432526, 0.019568562507629395, 0.01631518080830574, 0.015300816856324673, 0.014515229500830173, 0.014038974419236183, 0.013302702456712723, 0.0059965387918055058, 0.0037382603622972965, 0.0015680877259001136, 0.0013850280083715916, 0.0013815092388540506, 0.00030602142214775085, 0.00016286849859170616]"
10579085,"[49876887, 47048387, 23875703, 5625640, 3279728, 23416702, 21303741, 53286797, 17862013, 9369613, 4269567, 5740890, 20355828, 5141410, 20777185, 33069847, 8526165, 236573, 1519473, 53903332, 6678, 1846593, 31903693, 2676271, 275388, 1505145, 33777, 113180, 36205810, 4699587, 52014686, 8727319, 53984662, 76940, 19282291, 43590845, 3474408, 1419205, 2352562, 755842, 4020758, 3304092, 851060, 52390011, 37049778, 895672, 49538597, 300591, 583254]","[0.99980735778808594, 0.99799978733062744, 0.63008683919906616, 0.40808930993080139, 0.10324374586343765, 0.021867966279387474, 0.019626738503575325, 0.019626738503575325, 0.019605739042162895, 0.019568562507629395, 0.019342882558703423, 0.019252477213740349, 0.019212242215871811, 0.017804579809308052, 0.017281254753470421, 0.01589486375451088, 0.014112843200564384, 0.013569636270403862, 0.012775330804288387, 0.010421454906463623, 0.0078145619481801987, 0.0059220371767878532, 0.0059000751934945583, 0.00549699692055583, 0.0053136618807911873, 0.004896956030279398, 0.0047677066177129745, 0.0045716511085629463, 0.0044086636044085026, 0.003774500684812665, 0.0034708080347627401, 0.0034286617301404476, 0.0033906549215316772, 0.0024155259598046541, 0.00156180071644485, 0.001067645731382072, 0.0010073431767523289, 0.00089997885515913367, 0.00066572503419592977, 0.00065602804534137249, 0.00062096299370750785, 0.00061042822198942304, 0.0005202527972869575, 0.0004885829403065145, 0.00046762690180912614, 0.00033708362025208771, 0.00032484030816704035, 0.00032116574584506452, 0.00024105762713588774]"
38928070,"[22072677, 51511707, 1505145, 3304092, 895672, 33069847, 4678428, 49538597, 53874996, 17430047, 22345050, 53984662, 236573, 76940, 47048387, 536789]","[0.26486632227897644, 0.26223164796829224, 0.25648957490921021, 0.24224519729614258, 0.16451624035835266, 0.14786948263645172, 0.078749276697635651, 0.071876548230648041, 0.063633248209953308, 0.036037616431713104, 0.023205487057566643, 0.01519351452589035, 0.012859605252742767, 0.010032027959823608, 0.0098807681351900101, 0.0084277084097266197]"
31903693,"[47079044, 53903332, 8727319, 42614454, 755842, 8526165, 36205810, 53286797, 21303741, 17862013, 9369613, 4269567, 5740890, 20355828, 5141410, 20777185, 33069847, 236573, 1519473, 6678, 4699587, 2676271, 33777, 1846593, 275388, 1505145, 23416702, 53984662, 113180, 300591, 52014686, 3279728, 76940, 5625640, 19282291, 37049778, 43590845, 47048387, 3474408, 1419205, 2352562, 737610, 4020758, 3304092, 851060, 52390011, 10579085, 895672, 49538597, 583254]","[0.74131453037261963, 0.72935795783996582, 0.62748873233795166, 0.619942307472229, 0.44212749600410461, 0.35864871740341187, 0.31504467129707336, 0.30061414837837219, 0.30061414837837219, 0.3002924919128418, 0.29972311854362488, 0.29626646637916565, 0.29488176107406616, 0.2942655086517334, 0.27270492911338806, 0.26468941569328308, 0.24345467984676361, 0.20784017443656921, 0.19567413628101349, 0.17589150369167328, 0.11200085282325745, 0.10251086950302124, 0.10058053582906723, 0.090705253183841705, 0.081387028098106384, 0.075004525482654572, 0.073246568441390991, 0.072935059666633606, 0.070021979510784149, 0.06027587503194809, 0.05316084623336792, 0.050150886178016663, 0.036997552961111069, 0.027635062113404274, 0.023921417072415352, 0.017535947263240814, 0.016352660953998566, 0.016138806939125061, 0.015429033897817135, 0.013784580864012241, 0.010196618735790253, 0.009526585228741169, 0.0095110172405838966, 0.0093496618792414665, 0.0079684844240546227, 0.0074834106490015984, 0.0059000751934945583, 0.0051629617810249329, 0.0049754367209970951, 0.0036921740975230932]"
849619,[],[]
21303741,"[21303741, 17862013, 9369613, 4269567, 5740890, 20355828, 5141410, 20777185, 33069847, 8526165, 236573, 1519473, 53903332, 6678, 1846593, 31903693, 2676271, 275388, 1505145, 33777, 113180, 36205810, 4699587, 52014686, 8727319, 53984662, 76940, 3279728, 23416702, 5625640, 19282291, 43590845, 47048387, 3474408, 1419205, 2352562, 755842, 4020758, 3304092, 851060, 52390011, 37049778, 10579085, 895672, 49538597, 300591, 583254]","[1.0, 0.99893003702163696, 0.9970359206199646, 0.98553729057312012, 0.98093104362487793, 0.97888106107711792, 0.90715932846069336, 0.88049548864364624, 0.80985766649246216, 0.71906208992004395, 0.69138520956039429, 0.65091460943222046, 0.53098249435424805, 0.3981589674949646, 0.30173313617706299, 0.30061414837837219, 0.28007695078849792, 0.27073585987091064, 0.24950431287288666, 0.2429189532995224, 0.23292975127696991, 0.22462537884712219, 0.19231420755386353, 0.17684079706668854, 0.17469340562820435, 0.17275692522525787, 0.12307322025299072, 0.11474467813968658, 0.10320261120796204, 0.091928683221340179, 0.079575151205062866, 0.054397512227296829, 0.053686115890741348, 0.051325041800737381, 0.045854732394218445, 0.033919289708137512, 0.033425219357013702, 0.031638622283935547, 0.03110186755657196, 0.02650734968483448, 0.024893740192055702, 0.023826012387871742, 0.019626738503575325, 0.017174713313579559, 0.016550906002521515, 0.016363684087991714, 0.012282103300094604]"
5205615,"[51676708, 53920285, 4020758, 17021807, 23416702, 53903332, 178449, 19600264, 52014686, 5740890, 583254, 22345050, 3304092, 51058554, 53874996, 236573, 17430047, 5141410, 52243894, 49538597, 755842, 3279728, 4699587, 300591]","[0.94273650646209717, 0.94273650646209717, 0.52135640382766724, 0.3712504506111145, 0.35454556345939636, 0.33647745847702026, 0.32651594281196594, 0.32549571990966797, 0.2397027462720871, 0.15924812853336334, 0.12140482664108276, 0.11996348947286606, 0.08297150582075119, 0.077885895967483521, 0.059545248746871948, 0.04765826091170311, 0.032623201608657837, 0.031540714204311371, 0.026565104722976685, 0.020013360306620598, 0.016465175896883011, 0.015057557262480259, 0.014967447146773338, 0.0047129574231803417]"
